Notice Date,Company,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME
3/26/2020,Pappadeaux Seafood Kitchen 37,Harris,Gulf Coast WDA,140,3/16/2020,4/14/2020,Houston
3/26/2020,Cinemark Movie Bistro,El Paso,Borderplexjobs WDA,35,3/26/2020,5/4/2020,El Paso
3/26/2020,Pappadeaux Seafood Kitchen 02,Harris,Gulf Coast WDA,100,3/16/2020,4/13/2020,Houston
3/26/2020,Pappadeaux Seafood Kitchen 08,Tarrant,Tarrant County WDA,155,3/18/2020,4/13/2020,Arlington
3/26/2020,Pappadeaux Seafood Kitchen 40,Bexar,Alamo WDA,231,3/25/2020,4/8/2020,San Antonio
3/26/2020,Cinemark Abilene,Jones,West Central WDA,36,3/26/2020,5/4/2020,Abilene
3/26/2020,Pappasito's 05,Dallas,Dallas County WDA,116,3/16/2020,4/10/2020,Richardson
3/26/2020,Pappadeaux Seafood Kitchen 28,Harris,Gulf Coast WDA,74,3/19/2020,4/13/2020,Houston
3/26/2020,Cielo Vista Mall 14,El Paso,Borderplexjobs WDA,53,3/26/2020,5/4/2020,El Paso
3/26/2020,Pappadeaux Seafood Kitchen 21,Collin,North Central Texas WDA,165,3/16/2020,4/10/2020,Dallas
3/26/2020,Pappas Catering San Antonio,Bexar,Alamo WDA,27,3/24/2020,4/8/2020,San Antonio
3/26/2020,Pappasito's 16,Tarrant,Tarrant County WDA,127,3/18/2020,4/13/2020,Arlington
3/26/2020,Pappas Delta Blues - Houston,Harris,Gulf Coast WDA,97,3/21/2020,4/21/2020,Webster
3/26/2020,Cornerstone Community-Weatherford,Parker,North Central Texas WDA,4,5/29/2020,5/4/2020,Weatherford
3/26/2020,Cornerstone Community-Mulberry,Wise,North Central Texas WDA,7,5/29/2020,5/4/2020,Decatur
3/26/2020,Cornerstone Community-Mineral Wells,Palo Pinto,North Central Texas WDA,10,5/29/2020,5/4/2020,Mineral Wells
3/26/2020,Cornerstone Community-Boyd,Wise,North Central Texas WDA,4,5/29/2020,5/4/2020,Boyd
3/26/2020,Cornerstone Community-Decatur,Wise,North Central Texas WDA,2,5/29/2020,5/4/2020,Decatur
3/26/2020,Pappasito's 03,Fort Bend,Gulf Coast WDA,135,3/16/2020,4/14/2020,Sugarland
3/26/2020,Tinseltown Lubbock,Lubbock,South Plains WDA,67,3/26/2020,5/1/2020,Lubbock
3/26/2020,Cinemark Pharr 16,Hidalgo,Lower Rio Grande Valley WDA,54,3/26/2020,4/29/2020,Pharr
3/26/2020,Pappas Burger 1,Harris,Gulf Coast WDA,90,3/16/2020,4/21/2020,Houston
3/26/2020,Cinemark - Allen 16,Collin,North Central Texas WDA,53,3/26/2020,5/4/2020,Allen
3/26/2020,Movies 12  Texas City,Galveston,Gulf Coast WDA,26,3/26/2020,4/29/2020,Texas City
3/26/2020,Tinseltown Jacinto City,Harris,Gulf Coast WDA,50,3/26/2020,4/29/2020,Houston
3/26/2020,Ridgmar 13,Tarrant,Tarrant County WDA,56,3/26/2020,5/4/2020,Fort Worth
3/26/2020,Tinseltown The Woodlands,Montgomery,Gulf Coast WDA,71,3/26/2020,4/29/2020,The Woodlands
3/26/2020,Cinemark San Antonio 16,Bexar,Alamo WDA,21,3/26/2020,4/24/2020,San Antonio
3/26/2020,Tinseltown USA 290,Harris,Gulf Coast WDA,78,3/26/2020,4/29/2020,Houston
3/26/2020,"Cinemark 14 Wichita
Falls",Archer,North Texas WDA,46,3/26/2020,4/29/2020,Wichita Falls
3/26/2020,Pappas Bar-B-Q 14,Harris,Gulf Coast WDA,40,3/16/2020,4/20/2020,Houston
3/26/2020,Pappas Bros. Steakhouse 3,Harris,Gulf Coast WDA,94,3/17/2020,4/21/2020,Houston
3/26/2020,Cinemark Frisco Square,Collin,North Central Texas WDA,64,3/26/2020,5/4/2020,Frisco
3/26/2020,Pappas Bar-B-Q 15,Harris,Gulf Coast WDA,19,3/20/2020,4/20/2020,Houston
3/26/2020,Movies 14 McKinney,Collin,North Central Texas WDA,45,3/26/2020,5/4/2020,McKinney
3/26/2020,Pappas Bar-B-Q 19,Harris,Gulf Coast WDA,29,3/16/2020,4/20/2020,Houston
3/26/2020,Pappas Bar-B-Q 20,Harris,Gulf Coast WDA,40,3/16/2020,4/20/2020,Houston
3/26/2020,Pappas Bar-B-Q 21,Harris,Gulf Coast WDA,17,3/16/2020,4/21/2020,Houston
3/26/2020,CUT! by Cinemark,Collin,North Central Texas WDA,172,3/26/2020,5/4/2020,Frisco
3/26/2020,Cinemark West Plano,Collin,North Central Texas WDA,165,3/26/2020,5/4/2020,Plano
3/26/2020,Pappas Bar-B-Q 22,Harris,Gulf Coast WDA,40,3/16/2020,4/21/2020,Houston
3/26/2020,Cinema 6 Cleburn,Johnson,North Central Texas WDA,15,3/26/2020,5/4/2020,Cleburne
3/26/2020,Subway - (Pappas HOU Airport),Harris,Gulf Coast WDA,85,3/16/2020,4/22/2020,Houston
3/26/2020,Cinema 6 Stephenville,Erath,North Central Texas WDA,20,3/26/2020,5/4/2020,Stephenville
3/26/2020,Cinemark Central Plano,Collin,North Central Texas WDA,52,3/26/2020,5/4/2020,Plano
3/26/2020,Pappas Bros. Steakhouse 1,Harris,Gulf Coast WDA,110,3/21/2020,4/21/2020,Houston
3/26/2020,"Cinemark 15 @ Vista
Ridge Mall",Denton,North Central Texas WDA,39,3/26/2020,5/4/2020,Lewisville
3/26/2020,Cinemark 14 Roanoke,Denton,Tarrant County WDA,69,3/26/2020,5/4/2020,Roanoke
3/26/2020,Cinemark 14 Denton,Denton,North Central Texas WDA,52,3/26/2020,5/4/2020,Denton
3/26/2020,Cinemark 14 Cedar Hill,Dallas,Dallas County WDA,29,3/26/2020,5/4/2020,Cedar Hill
3/26/2020,Cinemark (The Legacy),Collin,North Central Texas WDA,96,3/26/2020,5/4/2020,Plano
3/26/2020,Main Place 6,Hidalgo,Lower Rio Grande Valley WDA,17,3/26/2020,4/29/2020,McAllen
3/26/2020,Pappas Bar-B-Q 23,Harris,Gulf Coast WDA,47,3/17/2020,4/21/2020,Pasadena
3/26/2020,Barry's Pizza (Pappas),Harris,Gulf Coast WDA,23,3/16/2020,4/22/2020,Houston
3/26/2020,Dot Coffee Shop (Pappas -Woodridge),Harris,Gulf Coast WDA,88,3/20/2020,4/22/2020,Houston
3/26/2020,Dot Coffee Shop (Pappas -Federal),Harris,Gulf Coast WDA,80,3/20/2020,4/22/2020,Houston
3/26/2020,Yia Yia Mary's Greek Kitchen (Pappas - San Felipe),Harris,Gulf Coast WDA,83,3/21/2020,4/22/2020,Houston
3/26/2020,Yia Yia Mary's Greek Kitchen (Pappas - Airport),Harris,Gulf Coast WDA,18,3/16/2020,4/22/2020,Houston
3/26/2020,Chick-fll-A (Pappas),Harris,Gulf Coast WDA,33,3/16/2020,4/22/2020,Houston
3/26/2020,Dunkin Donuts/Baskin Robbins (Pappas),Harris,Gulf Coast WDA,23,3/16/2020,4/22/2020,Houston
3/26/2020,Gordon's Galley (Pappas),Harris,Gulf Coast WDA,24,3/16/2020,4/22/2020,Houston
3/26/2020,Cinemark Edinburg,Hidalgo,Lower Rio Grande Valley WDA,64,3/26/2020,4/29/2020,Edinburg
3/26/2020,Ruby's (Pappas),Harris,Gulf Coast WDA,87,3/20/2020,4/22/2020,Houston
3/26/2020,Pappas Seafood House (NASA),Harris,Gulf Coast WDA,149,3/17/2020,4/22/2020,Webster
3/26/2020,Pappas Restaurants Corporate,Harris,Gulf Coast WDA,124,3/20/2020,4/23/2020,Houston
3/26/2020,Pappas Distribution/Trades Offices - 1,Harris,Gulf Coast WDA,129,3/27/2020,4/23/2020,Houston
3/26/2020,Pappas Distribution/Trades Offices - 2,Harris,Gulf Coast WDA,23,3/27/2020,4/23/2020,Houston
3/26/2020,Pappas Distribution/Trades Offices - 3,Harris,Gulf Coast WDA,60,3/27/2020,4/23/2020,Houston
3/26/2020,Pappas Bread and Dessert Bakeries,Harris,Gulf Coast WDA,99,3/11/2020,4/23/2020,Houston
3/26/2020,Pappas Pappas Bar-B-Q Catering,Harris,Gulf Coast WDA,20,3/24/2020,4/23/2020,Houston
3/26/2020,Pappas Catering Houston,Harris,Gulf Coast WDA,25,3/24/2020,4/23/2020,Houston
3/26/2020,Pappas Confectionary/ Delivery,Harris,Gulf Coast WDA,107,3/25/2020,4/23/2020,Houston
3/26/2020,Hunan (Pappas),Harris,Gulf Coast WDA,19,3/16/2020,4/22/2020,Houston
3/26/2020,Movies 4,Howard,Permian Basin WDA,11,3/26/2020,4/30/2020,Big Spring
3/26/2020,Movies 10 Weslaco,Hidalgo,Lower Rio Grande Valley WDA,32,3/26/2020,4/30/2020,Weslaco
3/26/2020,Movies 17,Hidalgo,Gulf Coast WDA,28,3/26/2020,4/30/2020,McAllen
3/26/2020,Little Pappas Seafood House,Harris,Gulf Coast WDA,52,3/21/2020,4/21/2020,Houston
3/26/2020,Town Centre Cinema 6,Hale,South Plains WDA,12,3/26/2020,5/1/2020,Plainview
3/26/2020,Movies 16,Lubbock,South Plains WDA,30,3/26/2020,5/1/2020,Lubbock
3/26/2020,Cinemark Cedar Park 12,Williamson,Rural Capital WDA,72,3/26/2020,4/30/2020,Cedar Park
3/26/2020,Pappas Burger 2,Harris,Gulf Coast WDA,112,3/26/2020,4/21/2020,Houston
3/26/2020,Tinseltown USA Beaumont,Jefferson,South East Texas WDA,68,3/26/2020,4/30/2020,Beaumont
3/26/2020,Pappas Shrimp Shack,Harris,Gulf Coast WDA,46,3/20/2020,4/22/2020,Houston
3/26/2020,Cinemark 14 Round Rock,Williamson,Rural Capital WDA,52,3/26/2020,4/30/2020,Round Rock
3/26/2020,Mall de Las Aguilas 7,Maverick,Middle Rio Grande WDA,23,3/26/2020,4/30/2020,Eagle Pass
3/26/2020,Century 12 Odessa,Ector,Permian Basin WDA,24,3/26/2020,4/30/2020,Odessa
3/26/2020,Hollywood USA - Amarillo,Potter,Panhandle WDA,35,3/26/2020,4/30/2020,Amarillo
3/26/2020,Movies 8 Paris,Lamar,North East Texas WDA,15,3/26/2020,4/30/2020,Paris
3/26/2020,Cinemark 14 Texarkana,Bowie,North East Texas WDA,48,3/26/2020,4/30/2020,Texarkana
3/26/2020,Movies 8 Del Rio,Val Verde,Middle Rio Grande WDA,21,3/26/2020,4/30/2020,Del Rio
3/26/2020,Pappas Seafood House (FM 1960),Harris,Gulf Coast WDA,152,3/16/2020,4/22/2020,Humble
3/26/2020,Tinseltown Mission,Hidalgo,Lower Rio Grande Valley WDA,23,3/26/2020,4/30/2020,Mission
3/26/2020,"Cinemark Rockwall 14
and XD",Rockwall,North Central Texas WDA,54,3/26/2020,5/4/2020,Rockwall
3/26/2020,Movies 8 Round Rock,Williamson,Rural Capital WDA,23,3/26/2020,4/30/2020,Round Rock
3/26/2020,Pappas Bar-B-Q 06,Harris,Gulf Coast WDA,39,3/16/2020,4/15/2020,Houston
3/26/2020,"Cinemark Southpark
Meadows",Travis,Capital Area WDA,58,3/26/2020,4/28/2020,Austin
3/26/2020,Fossil Group,Dallas,Dallas County WDA,222,3/30/2020,3/30/2020,Dallas
3/26/2020,Kirchhoff Automotive,Dallas,Dallas County WDA,148,3/20/2020,3/27/2020,Garland
3/26/2020,"Hollywood USA Movies 
15",Dallas,Dallas County WDA,20,3/26/2020,4/28/2020,Garland
3/26/2020,Pappas Bar-B-Q 02,Harris,Gulf Coast WDA,50,3/16/2020,4/15/2020,Houston
3/26/2020,Cinemark Grand Prairie,Dallas,Dallas County WDA,54,3/26/2020,4/28/2020,Grand Prairie
3/26/2020,Pappas Bar-B-Q 03,Harris,Gulf Coast WDA,32,3/16/2020,4/15/2020,Houston
3/26/2020,Lewis Energy-Encinal,La Salle,Middle Rio Grande WDA,187,5/1/2020,4/15/2020,Encinal
3/26/2020,Cinemark McKinney,Collin,North Central Texas WDA,67,3/26/2020,5/4/2020,McKinney
3/26/2020,"Tincup Water Solutions, LLC",Wilson,Alamo WDA,127,3/24/2020,3/30/2020,Stockdale
3/26/2020,McCreless Mall 10,Bexar,Alamo WDA,21,3/26/2020,4/24/2020,San Antonio
3/26/2020,North East Mall 18,Tarrant,Tarrant County WDA,62,3/26/2020,5/4/2020,Hurst
3/26/2020,Tinseltown San Angelo,Tom Green,Concho Valley WDA,47,3/26/2020,4/28/2020,San Angelo
3/26/2020,Harker Heights 16,Bell,Central Texas WDA,48,3/26/2020,4/28/2020,Harker Heights
3/26/2020,Cinemark Temple 12,Bell,Central Texas WDA,43,3/26/2020,4/28/2020,Temple
3/26/2020,"Cinemark Stone Hill
Town Center",Travis,Capital Area WDA,29,3/26/2020,4/28/2020,Pflugerville
3/26/2020,Cinemark 12 and XD,Johnson,Tarrant County WDA,53,3/26/2020,5/4/2020,Mansfield
3/26/2020,Pappas Bar-B-Q 04,Harris,Gulf Coast WDA,58,3/16/2020,4/15/2020,Houston
3/26/2020,Pappasito's 19,Harris,Gulf Coast WDA,28,3/16/2020,4/15/2020,Houston
3/26/2020,Pappasito's 18,Harris,Gulf Coast WDA,29,3/16/2020,4/14/2020,Houston
3/26/2020,Suitsupply-Houston,Harris,Gulf Coast WDA,15,3/29/2020,4/14/2020,Houston
3/26/2020,Suitsupply-The Woodlands,Montgomery,Gulf Coast WDA,6,3/29/2020,4/14/2020,The Woodlands
3/26/2020,Cinemark 12 Cypress,Harris,Gulf Coast WDA,67,3/26/2020,4/28/2020,Cypress
3/26/2020,Brazos Town Center 12,Fort Bend,Gulf Coast WDA,34,3/26/2020,4/28/2020,Rosenberg
3/26/2020,Pappasito's 14,Harris,Gulf Coast WDA,128,3/16/2020,4/14/2020,Houston
3/26/2020,Victoria Mall,Victoria,Golden Crescent WDA,23,3/26/2020,4/28/2020,Victoria
3/26/2020,Hydraulic Fracturing Facility,Midland,Permian Basin WDA,388,3/26/2020,3/30/2020,Midland
3/26/2020,Suitsupply-Plano,Collin,North Central Texas WDA,9,3/29/2020,4/15/2020,Plano
3/26/2020,Pappas Bar-B-Q 08,Harris,Gulf Coast WDA,43,3/16/2020,4/15/2020,Houston
3/26/2020,Pappasito's 21,Harris,Gulf Coast WDA,117,3/16/2020,4/15/2020,Houston
3/26/2020,Cinemark Lufkin 12,Angelina,Deep East Texas WDA,28,3/26/2020,4/28/2020,Lufkin
3/26/2020,Pappasito's 22,Harris,Gulf Coast WDA,117,3/16/2020,4/15/2020,Houston
3/26/2020,Movies 14 Lancaster,Dallas,Dallas County WDA,54,3/26/2020,4/28/2020,Lancaster
3/26/2020,Pappasito's 23,Montgomery,Gulf Coast WDA,180,3/17/2020,4/15/2020,Shenandoah
3/26/2020,Pappas Bar-B-Q 01,Harris,Gulf Coast WDA,44,3/16/2020,4/15/2020,Houston
3/26/2020,MicroStar Quality Services,Maverick,Middle Rio Grande WDA,74,3/27/2020,3/30/2020,Eagle Pass
3/26/2020,Athens Cinema 4,Henderson,East Texas WDA,9,3/26/2020,4/28/2020,Athens
3/26/2020,Cinemark Webster,Harris,Gulf Coast WDA,77,3/26/2020,4/29/2020,Webster
3/26/2020,"Cinemark at Market
Street",Montgomery,Gulf Coast WDA,15,3/26/2020,4/28/2020,The Woodlands
3/26/2020,Cinemark Brownsville,Cameron,Cameron County WDA,57,3/26/2020,4/27/2020,Brownsville
3/26/2020,Cinemark Houston,Harris,Gulf Coast WDA,53,3/26/2020,4/28/2020,Houston
3/26/2020,Movies 10 Brownsville,Cameron,Cameron County WDA,30,3/26/2020,4/27/2020,Brownsville
3/26/2020,"Cinemark New Caney
and XD",Montgomery,Gulf Coast WDA,43,3/26/2020,4/28/2020,New Caney
3/26/2020,Cinemark 17,Dallas,Dallas County WDA,58,3/26/2020,4/28/2020,Dallas
3/26/2020,Cinemark 19,Fort Bend,Gulf Coast WDA,61,3/26/2020,4/28/2020,Katy
3/26/2020,Tinseltown USA Pflugerville,Travis,Capital Area WDA,97,3/26/2020,4/28/2020,Pflugerville
3/26/2020,Cinemark Harlingen,Cameron,Cameron County WDA,68,3/26/2020,4/27/2020,Harlingen
3/26/2020,"Cinemark Spring Town
Center",Harris,Gulf Coast WDA,27,3/26/2020,4/28/2020,Spring
3/26/2020,Movies 18,Brazos,Brazos Valley WDA,69,3/26/2020,4/27/2020,College Station
3/26/2020,Pappas Bar-B-Q 09,Harris,Gulf Coast WDA,59,3/16/2020,4/15/2020,Humble
3/26/2020,Century 16 XD and IMAX,Nueces,Coastal Bend WDA,88,3/26/2020,4/28/2020,Corpus Christi
3/26/2020,"Cinemark Hill Country
Galleria",Travis,Capital Area WDA,44,3/26/2020,4/27/2020,Austin
3/26/2020,Pappas Bar-B-Q 10,Harris,Gulf Coast WDA,31,3/16/2020,4/15/2020,Webster
3/26/2020,Movies 12 Laredo,Webb,South Texas WDA,29,3/26/2020,5/4/2020,Laredo
3/26/2020,Cinemark Mall Del Norte,Webb,South Texas WDA,54,3/26/2020,5/4/2020,Laredo
3/26/2020,Movies 10 Harlingen,Cameron,Cameron County WDA,22,3/26/2020,4/27/2020,Harlingen
3/26/2020,Pappas Bar-B-Q 12,Harris,Gulf Coast WDA,46,3/16/2020,4/16/2020,Houston
3/26/2020,Hollywood USA,Harris,Gulf Coast WDA,64,3/26/2020,4/29/2020,Pasadena
3/26/2020,Pappas Bar-B-Q 13,Harris,Gulf Coast WDA,39,3/16/2020,4/20/2020,Houston
3/26/2020,"Cinemark @ Alliance
Towne Center",Tarrant,Tarrant County WDA,64,3/26/2020,5/4/2020,Fort Worth
3/25/2020,Quick Weight Loss Centers - Conroe,Montgomery,Gulf Coast WDA,4,3/25/2020,4/7/2020,Conroe
3/25/2020,Quick Weight Loss Centers - Cinco Ranch,Fort Bend,Gulf Coast WDA,4,3/25/2020,4/7/2020,Houston
3/25/2020,Alsco - Kyle,Hays,Rural Capital WDA,3,3/27/2020,3/31/2020,Kyle
3/25/2020,Quick Weight Loss Centers - FM 1960,Harris,Gulf Coast WDA,4,3/25/2020,4/7/2020,Houston
3/25/2020,The St. Anthony Hotel,Bexar,Alamo WDA,208,3/27/2020,3/31/2020,San Antonio
3/25/2020,Legacy West,Collin,North Central Texas WDA,82,3/25/2020,3/27/2020,Plano
3/25/2020,FTS International Services-Aledo,Parker,North Central Texas WDA,72,3/16/2020,3/25/2020,Aledo
3/25/2020,Quick Weight Loss Centers - Humble,Harris,Gulf Coast WDA,3,3/25/2020,4/7/2020,Humble
3/25/2020,Quick Weight Loss Centers - Pasadene,Harris,Gulf Coast WDA,4,3/25/2020,4/7/2020,Pasadena
3/25/2020,Quick Weight Loss Centers - HWY 6,Harris,Gulf Coast WDA,4,3/25/2020,4/7/2020,Houston
3/25/2020,Pappasito's 11,Bexar,Alamo WDA,137,3/18/2020,4/8/2020,San Antonio
3/25/2020,Hyatt Regency Houston,Harris,Gulf Coast WDA,67,3/25/2020,4/13/2020,Houston
3/25/2020,Quick Weight Loss Centers - Spring Stuebner Rd,Harris,Gulf Coast WDA,4,3/25/2020,4/7/2020,Spring
3/25/2020,Alsco-Oliver St,Harris,Gulf Coast WDA,58,3/25/2020,4/9/2020,Houston
3/25/2020,Quick Weight Loss Centers - Katy,Harris,Gulf Coast WDA,4,3/25/2020,4/7/2020,Spring
3/25/2020,Saint Arnold Brewing Co.,Harris,Gulf Coast WDA,135,3/25/2020,4/24/2020,Houston
3/25/2020,Hyatt Regency Houston Galeria,Harris,Gulf Coast WDA,110,3/25/2020,4/13/2020,Houston
3/25/2020,Quick Weight Loss Centers - Pearland,Harris,Gulf Coast WDA,4,3/25/2020,4/7/2020,Webster
3/25/2020,Quick Weight Loss Center - 9000 SW Frwy,Harris,Gulf Coast WDA,5,3/25/2020,4/7/2020,Houston
3/25/2020,Quick Weight Loss Centers - Westheimer,Harris,Gulf Coast WDA,4,3/25/2020,4/7/2020,Houston
3/25/2020,Quick Weight Loss Centers - Cypress,Harris,Gulf Coast WDA,4,3/25/2020,4/7/2020,Cypress
3/25/2020,Quick Weight Loss Centers - Webster,Harris,Gulf Coast WDA,5,3/25/2020,4/7/2020,Webster
3/25/2020,Quick Weight Loss Centers - 2615 SW Frwy,Harris,Gulf Coast WDA,4,3/25/2020,4/7/2020,Houston
3/25/2020,Quick Weight Loss Centers - Spring Sawdust,Harris,Gulf Coast WDA,4,3/25/2020,4/7/2020,Spring
3/25/2020,Quick Weight Loss Centers - Rosenberg,Fort Bend,Gulf Coast WDA,4,3/25/2020,4/7/2020,Rosenberg
3/24/2020,Marriott City Place-Spicewood Village,Harris,Gulf Coast WDA,73,3/25/2020,4/30/2020,Spring
3/24/2020,Four Seasons Hotel-Houston,Harris,Gulf Coast WDA,344,3/23/2020,4/10/2020,Houston
3/24/2020,Jostens,Denton,North Central Texas WDA,142,3/24/2020,3/27/2020,Denton
3/24/2020,Cameron Mitchell Restaurants,Dallas,Dallas County WDA,125,3/16/2020,3/24/2020,Dallas
3/24/2020,Autobahn Imports,Tarrant,Tarrant County WDA,124,3/31/1930,4/22/2020,Ft. Worth
3/23/2020,Take 5 Department 548,Harris,Gulf Coast WDA,4,3/22/2020,4/8/2020,Webster
3/23/2020,Take 5 Department 511,Dallas,Dallas County WDA,7,3/22/2020,4/8/2020,Irving
3/23/2020,Schulte Companies-Richland Hills,Bexar,Alamo WDA,19,3/16/2020,4/8/2020,San Antonio
3/23/2020,Schulte Companies-Loop 1604,Bexar,Alamo WDA,13,3/16/2020,4/8/2020,San Antonio
3/23/2020,Schulte Companies-Navarro St.,Bexar,Alamo WDA,21,3/16/2020,4/8/2020,San Antonio
3/23/2020,Schulte Companies-Houston,Harris,Gulf Coast WDA,18,3/16/2020,4/8/2020,Houston
3/23/2020,Schulte Companies-Dallas,Dallas,Dallas County WDA,2,3/16/2020,4/8/2020,Dallas
3/23/2020,Schulte Companies-E. Houston,Bexar,Alamo WDA,22,3/16/2020,4/8/2020,San Antonio
3/23/2020,Schulte Companies-Cinema Ridge,Bexar,Alamo WDA,19,3/16/2020,4/8/2020,San Antonio
3/23/2020,Take 5 Department 527,Dallas,Dallas County WDA,7,3/23/2020,4/8/2020,Dallas
3/23/2020,Take 5 Department 512,Dallas,Dallas County WDA,5,3/22/2020,4/8/2020,Irving
3/23/2020,Take 5 Department 51,Dallas,Dallas County WDA,7,3/22/2020,4/8/2020,Garland
3/23/2020,Take 5 Department 203,Dallas,Dallas County WDA,3,3/22/2020,4/8/2020,Garland
3/23/2020,Take 5 Department 204,Tarrant,Tarrant County WDA,8,3/22/2020,4/8/2020,Fort Worth
3/23/2020,Take 5 Department 533,Dallas,Dallas County WDA,6,3/22/2020,4/8/2020,Sachse
3/23/2020,Take 5 Department 107,Walker,Gulf Coast WDA,4,3/22/2020,4/7/2020,Huntsville
3/23/2020,Hilton Houston Galeria,Harris,Gulf Coast WDA,35,3/19/2020,4/7/2020,Houston
3/23/2020,Take 5 Department 558,Harris,Gulf Coast WDA,4,3/22/2020,4/7/2020,Houston
3/23/2020,Take 5 Department 560,Harris,Gulf Coast WDA,3,3/22/2020,4/7/2020,Houston
3/23/2020,Take 5 Department 561,Harris,Gulf Coast WDA,6,3/22/2020,4/7/2020,Humble
3/23/2020,Take 5 Department 562,Harris,Gulf Coast WDA,6,3/22/2020,4/7/2020,Channelview
3/23/2020,Take 5 Department 608,Harris,Gulf Coast WDA,3,3/22/2020,4/7/2020,Houston
3/23/2020,Take 5 Department 101,Harris,Gulf Coast WDA,5,3/22/2020,4/7/2020,Spring
3/23/2020,Take 5 Department 566,Harris,Gulf Coast WDA,3,3/22/2020,4/7/2020,Houston
3/23/2020,Take 5 Department 109,Brazos,Brazos Valley WDA,4,3/22/2020,4/7/2020,College Station
3/23/2020,Take 5 Department 117,Fort Bend,Gulf Coast WDA,7,3/22/2020,4/7/2020,Missouri City
3/23/2020,Take 5 Department 507,Parker,Gulf Coast WDA,2,3/22/2020,4/7/2020,Hudson Oaks
3/23/2020,Take 5 Department 540,Harris,Gulf Coast WDA,3,3/22/2020,4/7/2020,Houston
3/23/2020,Take 5 Department 541,Harris,Gulf Coast WDA,7,3/22/2020,4/7/2020,Houston
3/23/2020,Take 5 Department 103,Harris,Gulf Coast WDA,4,3/22/2020,4/7/2020,Pasadena
3/23/2020,Take 5 Department 543,Harris,Gulf Coast WDA,4,3/22/2020,4/7/2020,Houston
3/23/2020,Dyn365 dba Restaurant365,Travis,Capital Area WDA,95,3/27/2020,3/30/2020,Austin
3/23/2020,Collegiate Hotel Group,Dallas,Dallas County WDA,35,3/16/2020,4/1/2020,Dallas
3/23/2020,Take 5 Department 171,Bexar,Alamo WDA,4,3/22/2020,4/1/2020,San Antonio
3/23/2020,Take 5 Department 173,Bexar,Alamo WDA,5,3/22/2020,4/1/2020,San Antonio
3/23/2020,Take 5 Department 174,Bexar,Alamo WDA,6,3/22/2020,4/1/2020,San Antonio
3/23/2020,Take 5 Department 176,Bexar,Alamo WDA,4,3/22/2020,4/1/2020,San Antonio
3/23/2020,Take 5 Department 557,Harris,Gulf Coast WDA,3,3/22/2020,4/7/2020,Houston
3/23/2020,Alsco - Houston,Fort Bend,Gulf Coast WDA,128,3/26/2020,3/31/2020,Houston
3/23/2020,Hard Rock Café,Harris,Gulf Coast WDA,39,3/27/2020,3/25/2020,Houston
3/23/2020,Maines Paper & Food Service,Kaufman,North Central Texas WDA,41,3/19/2020,3/25/2020,Terrell
3/23/2020,Take 5 Department 82,Harris,Gulf Coast WDA,4,3/22/2020,4/7/2020,Houston
3/23/2020,Take 5 Department 81,Harris,Gulf Coast WDA,9,3/22/2020,4/7/2020,Houston
3/23/2020,Take 5 Department 83,Montgomery,Gulf Coast WDA,5,3/22/2020,4/7/2020,Spring
3/23/2020,Take 5 Department 86,Harris,Gulf Coast WDA,5,3/22/2020,4/7/2020,Houston
3/23/2020,Take 5 Department 97,Harris,Gulf Coast WDA,6,3/22/2020,4/7/2020,Cypress
3/23/2020,Cantina Del Rio,Comal,Alamo WDA,52,3/19/2020,4/1/2020,New Braunfels
3/23/2020,Take 5 Department 431,Tarrant,Tarrant County WDA,6,3/22/2020,4/8/2020,Lake Worth
3/23/2020,Take 5 Department 245,Harris,Gulf Coast WDA,6,3/22/2020,4/8/2020,Houston
3/23/2020,Take 5 Department 246,Hale,Gulf Coast WDA,6,3/22/2020,4/8/2020,Hale Center
3/23/2020,Take 5 Department 253,Harris,Gulf Coast WDA,5,3/22/2020,4/8/2020,Houston
3/23/2020,Take 5 Department 414,Harris,Gulf Coast WDA,3,3/23/2020,4/8/2020,La Porte
3/23/2020,Take 5 Department 415,Harris,Gulf Coast WDA,3,3/22/2020,4/8/2020,Houston
3/23/2020,Take 5 Department 104,Montgomery,Gulf Coast WDA,5,3/22/2020,4/7/2020,Spring
3/23/2020,Take 5 Deaprtment 427,Fort Bend,Gulf Coast WDA,4,3/22/2020,4/8/2020,Houston
3/23/2020,Take 5 Department 233,Brazoria,Gulf Coast WDA,6,3/22/2020,4/8/2020,Pearland
3/23/2020,Take 5 Department 555,Fort Bend,Gulf Coast WDA,7,3/22/2020,4/8/2020,Katy
3/23/2020,Take 5 Department 556,Harris,Gulf Coast WDA,6,3/22/2020,4/7/2020,Houston
3/23/2020,Take 5 Department 564,Harris,Gulf Coast WDA,5,3/22/2020,4/8/2020,Crosby
3/23/2020,Take 5 Department 565,Galveston,Gulf Coast WDA,5,3/23/2020,4/8/2020,League City
3/23/2020,Take 5 Department 64,Dallas,Dallas County WDA,8,3/22/2020,4/8/2020,Dallas
3/23/2020,Take 5 Department 66,Dallas,Dallas County WDA,9,3/22/2020,4/8/2020,Mesquite
3/23/2020,Take 5 Department 416,Harris,Gulf Coast WDA,7,3/22/2020,4/8/2020,Tomball
